T_REC,HARPNUM,MEANPOT,SHRGT45,TOTPOT,USFLUX,MEANJZH,ABSNJZH,SAVNCPP,MEANALP,MEANSHR,TOTUSJZ,TOTUSJH,MEANGAM,MEANGBZ,MEANJZD,AREA_ACR,R_VALUE,MEANGBT,MEANGBH,NOAA_ARS
2015.02.01_05:48:00_TAI,5127,6032.362,23.93,5.942019e+23,4.78096e+22,0.0002178,16.155,10907100000000,0.00058741,33.802,75029380000000,3607.051,40.437,113.107,0.06441892,2281.161621,4.566,110.117,55.123,12277
2015.02.01_06:00:00_TAI,5127,6113.423,23.893,5.915183e+23,4.724961e+22,-5.805e-05,4.229,9669867000000,-0.00015452,33.812,74943480000000,3634.233,40.559,113.711,0.11891849,2275.408203,4.579,110.605,55.363,12277
2015.02.01_06:12:00_TAI,5127,6227.489,23.866,5.906623e+23,4.682469e+22,0.00021931,15.663,10563980000000,0.00057444,33.767,76145670000000,3687.587,40.523,115.379,0.09159724,2282.527344,4.598,112.008,56.234,12277
2015.02.01_06:24:00_TAI,5127,6386.029,24.102,5.862016e+23,4.597347e+22,-0.00035096,24.258,7743624000000,-0.00089823,33.846,75870330000000,3747.626,40.468,116.448,0.12023189,2280.517334,4.595,113.039,57.035,12277
2015.02.01_06:36:00_TAI,5127,6564.917,24.058,5.809134e+23,4.505237e+22,-0.00044454,29.619,7169141000000,-0.00111029,33.725,74333580000000,3731.12,40.369,117.57,0.17384149,2281.43457,4.586,113.819,57.613,12277
2015.02.01_06:48:00_TAI,5127,6557.115,23.891,5.661683e+23,4.448969e+22,-0.0009606,62.454,3694259000000,-0.0023585,33.634,73725800000000,3743.531,40.11,118.403,0.11121677,2298.415039,4.639,114.687,58.068,12277
2015.06.17_13:48:00_TAI,5692,12195.75,37.839,9.745114e+23,4.5937e+22,-0.00755743,454.708,20149890000000,-0.01324191,40.429,49216710000000,2924.306,46.467,84.994,-0.02418012,1495.361328,4.543,74.406,46.494,12371
2015.06.17_14:00:00_TAI,5692,12233.29,38.48,9.828561e+23,4.592959e+22,-0.00645251,390.344,16223740000000,-0.0113452,40.761,49621110000000,2959.328,46.959,83.878,-0.0861452,1503.894775,4.549,74.33,46.611,12371
2015.06.17_14:12:00_TAI,5692,12188.43,39.034,9.938846e+23,4.593827e+22,-0.0073866,453.537,20544220000000,-0.01323218,41.023,50196880000000,2942.961,47.247,83.617,-0.05474061,1489.501465,4.538,73.913,46.735,12371
2015.06.17_14:24:00_TAI,5692,12250.32,38.98,9.893814e+23,4.584389e+22,-0.00577103,350.942,15932750000000,-0.01020088,40.968,50091260000000,2958.458,47.244,83.641,-0.08083542,1494.039429,4.561,74.534,46.695,12371
2015.06.17_14:36:00_TAI,5692,12163.61,37.945,9.781295e+23,4.63686e+22,-0.00593104,359.124,17482270000000,-0.01033789,40.305,49423000000000,2982.2,46.453,83.588,-0.00105796,1491.178833,4.554,74.934,46.404,12371
2015.06.17_14:48:00_TAI,5692,12343.62,38.473,9.913265e+23,4.616645e+22,-0.0059621,360.522,15981130000000,-0.01039531,40.649,48702960000000,2939.155,46.92,83.681,-0.05917223,1495.119507,4.577,74.777,46.57,12371
2015.06.17_15:00:00_TAI,5692,12358.57,38.211,9.935119e+23,4.629078e+22,-0.00597966,361.949,17999320000000,-0.01038933,40.575,48699980000000,2933.893,47.017,83.538,0.04460474,1505.565796,4.545,74.977,46.57,12371
2015.06.17_15:12:00_TAI,5692,12309.62,38.243,9.959525e+23,4.652655e+22,-0.00575683,350.723,17616010000000,-0.01001504,40.534,49113720000000,2936.369,46.912,83.5,0.01005263,1496.576538,4.524,75.166,46.502,12371
2015.06.17_15:24:00_TAI,5692,12228.34,38.025,9.993314e+23,4.681429e+22,-0.00601752,370.282,17344800000000,-0.01050913,40.482,49848190000000,2956.737,46.89,83.823,0.03002798,1479.642456,4.528,75.173,46.384,12371
2015.10.31_19:12:00_TAI,6063,11193.69,36.74,1.085702e+24,5.331063e+22,-0.00012273,8.963,4754524000000,-0.00022844,41.249,75236760000000,4153.034,47.334,103.312,-0.12563314,1804.466309,4.995,93.281,56.652,"12443,12447"
2015.10.31_19:24:00_TAI,6063,11265.57,36.982,1.084894e+24,5.31422e+22,-2.426e-05,1.759,6434689000000,-4.482e-05,41.318,74900660000000,4158.489,47.29,103.936,-0.17124842,1805.412476,5.003,94.104,56.839,"12443,12447"
2015.10.31_19:36:00_TAI,6063,11529.96,37.406,1.099224e+24,5.258935e+22,0.00085651,61.484,5935497000000,0.00157921,41.616,75837400000000,4169.26,47.651,105.017,-0.15956233,1811.79541,4.993,94.806,57.976,"12443,12447"
2015.10.31_19:48:00_TAI,6063,11760.61,37.993,1.105329e+24,5.197402e+22,0.00058458,41.37,4581143000000,0.00107118,41.935,75412270000000,4134.546,47.998,104.393,-0.1249227,1807.541748,4.918,94.402,57.777,"12443,12447"
2015.10.31_20:00:00_TAI,6063,11721.51,37.364,1.100051e+24,5.23115e+22,0.00160532,113.44,5965345000000,0.00292554,41.485,75131330000000,4208.733,47.535,104.984,-0.1629044,1802.004395,4.909,94.452,57.76,"12443,12447"
2015.10.31_20:12:00_TAI,6063,11747.53,37.133,1.100621e+24,5.238996e+22,0.00110195,77.74,6774713000000,0.0020055,41.448,75025940000000,4213.707,47.418,104.969,-0.18532032,1813.600952,4.954,94.316,57.925,"12443,12447"
2015.10.31_20:24:00_TAI,6063,11904.4,37.812,1.110179e+24,5.218206e+22,0.00156149,109.648,9270699000000,0.0028318,41.82,74902290000000,4227.238,47.704,105.043,-0.2547687,1822.455444,4.944,94.529,57.795,"12443,12447"
2015.10.31_20:36:00_TAI,6063,11868.84,37.805,1.112553e+24,5.241477e+22,0.00113645,80.213,6901727000000,0.00206399,41.755,75574270000000,4257.112,47.674,105.216,-0.18869497,1833.126953,4.936,94.733,57.584,"12443,12447"
2015.10.31_20:48:00_TAI,6063,11653.83,36.772,1.093204e+24,5.301954e+22,0.00120756,85.293,7464506000000,0.00218033,41.096,76798880000000,4360.738,46.997,105.518,-0.20392913,1834.7229,4.943,94.83,57.975,"12443,12447"
2016.04.12_17:24:00_TAI,6483,23207.05,54.59,1.714762e+24,4.184693e+22,-0.00920269,512.001,12932570000000,-0.01231046,49.494,52624150000000,2789.677,55.248,89.311,0.17054017,1754.163696,4.546,83.849,51.399,12529
2016.04.12_17:36:00_TAI,6483,23506.0,54.216,1.706977e+24,4.162437e+22,-0.00946821,517.722,13563240000000,-0.01244388,49.311,51692920000000,2770.975,55.095,89.921,0.14616108,1763.735718,4.467,83.938,51.435,12529
2016.04.12_17:48:00_TAI,6483,24476.75,54.796,1.705698e+24,4.115512e+22,-0.01011066,530.527,15225280000000,-0.01266471,49.517,50071610000000,2779.976,55.127,90.782,0.16732897,1770.859131,4.482,83.994,51.614,12529
2016.04.12_18:00:00_TAI,6483,24568.07,54.75,1.70521e+24,4.113135e+22,-0.00992503,518.702,14491730000000,-0.01233024,49.401,50053470000000,2774.568,55.14,91.024,0.22434291,1779.876465,4.538,83.984,51.728,12529
2016.04.12_18:12:00_TAI,6483,24479.11,54.794,1.709471e+24,4.121226e+22,-0.00968778,509.422,13071440000000,-0.0120896,49.404,50852780000000,2802.727,55.102,90.931,0.28566784,1778.857544,4.549,83.479,51.47,12529
2016.04.12_18:24:00_TAI,6483,24247.48,54.631,1.71033e+24,4.134579e+22,-0.00910613,483.654,10745390000000,-0.01143843,49.5,50383120000000,2750.282,55.169,90.491,0.28672087,1773.325684,4.55,82.648,50.508,12529
2016.04.12_18:36:00_TAI,6483,23560.99,55.198,1.7146e+24,4.156992e+22,-0.00848732,465.063,11123890000000,-0.01099793,49.889,51471230000000,2790.683,55.542,88.988,0.28239036,1776.408691,4.493,81.3,49.56,12529
2016.04.12_18:48:00_TAI,6483,22551.04,55.424,1.723044e+24,4.20448e+22,-0.00791815,455.539,10430850000000,-0.01074506,50.294,53703780000000,2802.744,55.953,86.954,0.2897447,1763.636597,4.471,79.493,48.779,12529
2016.04.12_19:00:00_TAI,6483,21689.34,55.478,1.732268e+24,4.263368e+22,-0.00742009,446.222,9159121000000,-0.01047785,50.588,55295890000000,2833.157,56.117,86.002,0.27028978,1762.642456,4.488,78.718,47.907,12529
2020.11.28_13:12:00_TAI,7477,14422.37,41.491,1.362794e+24,4.943773e+22,-0.00024082,17.134,11904790000000,-0.00044826,42.476,69481690000000,3263.148,49.207,107.855,0.08533999,2342.323975,4.683,102.158,56.365,"12785,12786,12788"
2020.11.28_13:24:00_TAI,7477,14419.51,41.829,1.366257e+24,4.948579e+22,-0.00048006,34.249,9896306000000,-0.00089557,42.645,70633090000000,3341.014,49.406,107.889,-0.0389574,2350.475342,4.643,102.074,56.578,"12785,12786,12788"
2020.11.28_13:36:00_TAI,7477,14439.54,41.974,1.36409e+24,4.939907e+22,-0.00025056,17.823,10651790000000,-0.00046645,42.74,71232800000000,3334.961,49.403,108.013,-0.01838676,2351.610596,4.644,102.306,56.855,"12785,12786,12788"
2020.11.28_13:48:00_TAI,7477,14509.63,41.898,1.365123e+24,4.933279e+22,-0.00014224,10.076,13326060000000,-0.00026374,42.776,71200060000000,3357.385,49.424,108.378,0.0126646,2357.881104,4.607,102.775,57.04,"12785,12786,12788"
2020.11.28_14:00:00_TAI,7477,14524.66,42.182,1.36455e+24,4.926304e+22,2.596e-05,1.837,13095450000000,4.813e-05,42.919,70501820000000,3321.054,49.454,108.147,0.04317032,2354.888916,4.603,102.393,56.675,"12785,12786,12788"
2020.11.28_14:12:00_TAI,7477,14410.99,42.159,1.363421e+24,4.92933e+22,0.00025442,18.124,14392640000000,0.00047513,42.965,70837640000000,3333.975,49.657,107.428,0.03161361,2370.324219,4.614,101.876,56.471,"12785,12786,12788"
2020.11.28_14:24:00_TAI,7477,14301.98,42.185,1.362909e+24,4.936791e+22,0.00037972,27.246,13903740000000,0.00071438,43.055,71505700000000,3320.96,49.708,107.347,0.00106821,2364.546631,4.578,101.524,56.295,"12785,12786,12788"
2020.11.28_14:36:00_TAI,7477,14248.14,42.771,1.369037e+24,4.933358e+22,0.00026556,19.213,13386280000000,0.00050467,43.334,71677200000000,3312.229,50.012,106.608,-0.02893368,2361.919922,4.607,100.922,56.146,"12785,12786,12788"
2020.11.28_14:48:00_TAI,7477,14247.89,42.292,1.373592e+24,4.941145e+22,0.00029134,21.149,15532190000000,0.00055535,43.14,71413050000000,3319.445,49.938,106.376,-0.00400029,2368.83374,4.61,100.589,56.058,"12785,12786,12788"
2021.12.15_10:12:00_TAI,7871,6625.823,25.887,5.533493e+23,4.418852e+22,-0.00113277,71.23,5162766000000,-0.00248645,34.658,58627180000000,3276.324,41.236,102.863,-0.13001063,1333.671631,4.78,91.908,49.774,"12907,12908,12909"
2021.12.15_10:24:00_TAI,7871,6714.007,25.782,5.528229e+23,4.399057e+22,-0.00082592,51.207,5207436000000,-0.00180532,34.457,57665590000000,3255.784,41.489,102.142,-0.16477008,1359.010376,4.748,91.962,49.765,"12907,12908,12909"
2021.12.15_10:36:00_TAI,7871,6708.956,25.0,5.457066e+23,4.399539e+22,-0.00042162,25.824,6245094000000,-0.00092656,33.995,57216990000000,3244.377,40.906,102.78,-0.20003265,1357.643921,4.761,92.054,50.243,"12907,12908,12909"
2021.12.15_10:48:00_TAI,7871,6824.289,26.236,5.53049e+23,4.369687e+22,-9.838e-05,6.003,6493553000000,-0.0002176,34.472,57380590000000,3249.194,41.391,102.973,-0.20876154,1364.608276,4.717,92.268,50.733,"12907,12908,12909"
2021.12.15_11:00:00_TAI,7871,6889.11,25.808,5.493815e+23,4.343502e+22,-0.00099112,59.515,7836433000000,-0.00207695,34.42,56776240000000,3237.531,41.164,104.316,-0.25602958,1373.246094,4.769,92.391,51.384,"12907,12908,12909"
2021.12.15_11:12:00_TAI,7871,7010.165,26.103,5.515409e+23,4.346848e+22,-0.00085782,50.819,6734002000000,-0.00177246,34.159,56447600000000,3248.733,40.974,103.618,-0.22300528,1385.927612,4.795,92.776,51.25,"12907,12908,12909"
2021.12.15_11:24:00_TAI,7871,7072.307,26.257,5.547676e+23,4.317932e+22,-0.00087272,51.548,8142695000000,-0.00182917,34.331,56685560000000,3216.956,41.223,104.121,-0.27046984,1379.82605,4.779,92.836,51.664,"12907,12908,12909"
2021.12.15_11:36:00_TAI,7871,7305.385,25.947,5.697327e+23,4.326897e+22,-0.00354641,208.256,10318490000000,-0.0072786,33.984,57731330000000,3354.149,40.773,105.025,-0.23548537,1379.001343,4.789,93.581,52.019,"12907,12908,12909"
2021.12.15_11:48:00_TAI,7871,7110.584,25.44,5.49857e+23,4.312072e+22,-0.00065288,38.015,7813903000000,-0.00134962,33.971,55861250000000,3248.462,40.89,103.681,-0.26329562,1371.760132,4.76,93.107,51.898,"12907,12908,12909"
2022.06.24_10:00:00_TAI,8334,9626.036,32.134,7.141417e+23,4.086958e+22,-0.00397954,222.305,9357882000000,-0.00771105,37.76,43491510000000,2233.402,43.506,89.782,-0.0671519,1277.631836,4.497,84.294,43.958,13038
2022.06.24_10:12:00_TAI,8334,9530.879,31.638,7.088541e+23,4.100382e+22,-0.00353692,198.068,8309274000000,-0.00685734,37.547,43217010000000,2245.037,43.283,89.183,-0.12148564,1282.824951,4.464,84.025,43.677,13038
2022.06.24_10:24:00_TAI,8334,9552.108,31.426,7.053589e+23,4.083609e+22,-0.00349078,194.091,8277052000000,-0.00673915,37.457,42424260000000,2193.242,43.324,88.759,-0.12753472,1277.02063,4.467,84.018,43.577,13038
2022.06.24_10:36:00_TAI,8334,9550.728,31.522,7.063351e+23,4.083939e+22,-0.00369476,205.75,9216713000000,-0.00714611,37.456,42829540000000,2204.358,43.526,88.637,-0.15465696,1288.979614,4.461,83.778,43.949,13038
2022.06.24_10:48:00_TAI,8334,9661.377,31.942,7.114772e+23,4.052673e+22,-0.00374122,207.455,9847407000000,-0.00725241,37.835,42759120000000,2186.693,43.72,89.106,-0.12450201,1293.675293,4.477,84.026,44.131,13038
2022.06.24_11:00:00_TAI,8334,9567.378,31.631,7.072108e+23,4.0775e+22,-0.00372238,207.184,8241102000000,-0.00722001,37.606,42584320000000,2180.563,43.528,89.217,-0.10285309,1285.553833,4.482,84.263,44.187,13038
2022.06.24_11:12:00_TAI,8334,9609.47,32.078,7.128362e+23,4.069037e+22,-0.00371707,207.624,7852956000000,-0.00724617,37.882,42722870000000,2176.889,43.848,88.904,-0.11635289,1287.624268,4.492,84.059,43.944,13038
2022.06.24_11:24:00_TAI,8334,9567.388,31.6,7.099685e+23,4.073222e+22,-0.00400076,223.551,10166920000000,-0.00779545,37.685,42038350000000,2151.734,43.722,88.448,-0.11094533,1277.460205,4.537,83.93,43.689,13038
2022.06.24_11:36:00_TAI,8334,9536.001,31.606,7.122746e+23,4.092749e+22,-0.00411159,231.24,9979799000000,-0.00805443,37.595,42733500000000,2173.572,43.726,88.654,-0.15448554,1282.55896,4.523,83.955,43.933,13038
2022.09.14_02:24:00_TAI,8567,7567.798,27.816,8.209043e+23,5.503869e+22,-0.00249914,204.122,11903270000000,-0.00574128,35.979,70650980000000,3780.017,41.0,90.888,-0.1147912,1718.156616,4.701,84.737,44.49,"13094,13098"
2022.09.14_02:36:00_TAI,8567,7433.172,27.763,8.046228e+23,5.475068e+22,-0.00379821,309.577,12497250000000,-0.00877551,35.99,72203740000000,3696.645,41.025,92.085,-0.12006663,1726.167236,4.717,85.224,44.788,"13094,13098"
2022.09.14_02:48:00_TAI,8567,7494.609,27.939,8.050226e+23,5.46511e+22,-0.00427127,345.46,12471490000000,-0.00976937,36.135,72622180000000,3752.874,41.075,92.208,-0.12117004,1717.78479,4.702,85.8,45.218,"13094,13098"
2022.09.14_03:00:00_TAI,8567,7675.588,27.144,8.149006e+23,5.500147e+22,-0.00213345,170.555,9046852000000,-0.00476039,35.489,70915820000000,3916.183,40.682,92.271,-0.09061933,1722.370972,4.694,86.416,45.496,"13094,13098"
2022.09.14_03:12:00_TAI,8567,7607.617,27.593,8.029966e+23,5.418586e+22,-0.0039866,316.843,14500580000000,-0.00899562,35.91,72033330000000,3738.76,41.158,93.833,-0.12693632,1717.203247,4.694,87.073,45.945,"13094,13098"
2022.09.14_03:24:00_TAI,8567,7612.344,27.128,8.03091e+23,5.443851e+22,-0.00391795,311.23,16137800000000,-0.00879963,35.67,72505620000000,3784.314,40.966,93.957,-0.11467353,1709.922852,4.694,87.306,46.065,"13094,13098"
2022.09.14_03:36:00_TAI,8567,7764.662,27.108,8.224809e+23,5.508954e+22,-0.00238486,190.212,9517020000000,-0.00529679,,72961130000000,3977.458,40.917,93.457,-0.13175365,1709.053101,4.725,87.599,46.248,"13094,13098"
2022.09.14_03:48:00_TAI,8567,7799.044,27.302,8.256878e+23,5.510164e+22,-0.00222541,177.407,10860030000000,-0.00494191,35.617,71620980000000,3945.723,40.994,94.543,-0.11223721,1712.276245,4.756,88.245,46.246,"13094,13098"
2022.09.14_02:24:00_TAI,8602,4775.183,17.092,4.547854e+23,4.907634e+22,0.00668872,479.668,19265850000000,0.01739322,26.08,37043690000000,2104.513,33.736,67.74,-0.09041759,982.635681,4.392,63.027,32.455,13102
2022.09.14_02:36:00_TAI,8602,4790.133,17.165,4.553696e+23,4.922077e+22,0.0080508,576.252,23537490000000,0.02082269,26.017,37533120000000,2169.566,33.515,68.526,-0.12312852,974.032166,4.385,63.663,32.702,13102
2022.09.14_02:48:00_TAI,8602,4784.458,16.86,4.547984e+23,4.927924e+22,0.00728688,521.559,20260060000000,0.01881378,25.953,38900150000000,2209.642,33.341,69.224,-0.1151469,956.507507,4.437,64.233,33.013,13102
2022.09.14_03:00:00_TAI,8602,4822.3,16.772,4.580432e+23,4.951233e+22,0.00737471,527.432,21234790000000,0.01892182,25.927,38967260000000,2244.055,33.166,69.251,-0.11534219,951.606018,4.454,64.677,32.956,13102
2022.09.14_03:12:00_TAI,8602,4846.965,16.794,4.570839e+23,4.929535e+22,0.00787583,559.239,21895230000000,0.02008066,25.939,38917130000000,2179.363,33.191,70.498,-0.15459658,955.153625,4.385,65.35,33.038,13102
2022.09.14_03:24:00_TAI,8602,4827.684,16.021,4.505981e+23,4.935448e+22,0.0077108,541.907,19530710000000,0.01939257,25.486,39501570000000,2248.672,32.586,71.701,-0.12438372,957.058899,4.405,66.523,33.502,13102
2022.09.14_03:36:00_TAI,8602,4945.103,16.162,4.562381e+23,4.889304e+22,0.00700773,486.82,18562010000000,0.01754995,25.671,39033110000000,2174.203,32.669,72.015,-0.17569198,951.694519,4.385,66.871,33.617,13102
2022.09.14_03:48:00_TAI,8602,4952.62,16.444,4.519131e+23,4.848512e+22,0.0072363,497.141,19997150000000,0.018038,25.721,38230630000000,2179.404,32.68,71.588,-0.15536134,941.910034,4.374,66.866,33.574,13102
2022.10.11_09:00:00_TAI,8640,5904.169,21.536,9.225326e+23,7.714301e+22,0.00131792,155.056,15657330000000,0.00345902,31.972,99911060000000,5004.717,37.647,102.85,-0.25373811,2777.034912,4.614,100.444,44.93,"13112,13116,13120"
2022.10.11_09:12:00_TAI,8640,5898.638,21.472,9.293612e+23,7.734057e+22,0.00079359,94.147,17880740000000,0.00208982,31.969,99570700000000,4940.197,37.578,102.833,-0.28737694,2786.458008,4.672,100.573,44.9,"13112,13116,13120"
2022.10.11_09:24:00_TAI,8640,5775.329,21.32,9.210391e+23,7.801659e+22,0.00094453,113.423,15687960000000,0.00250008,31.841,99775590000000,4943.806,37.428,102.474,-0.24909958,2790.404297,4.684,100.118,44.648,"13112,13116,13120"
2022.10.11_09:36:00_TAI,8640,5692.093,21.401,9.194668e+23,7.834143e+22,0.00051409,62.529,14778910000000,0.00137516,31.902,99301450000000,4889.783,37.476,101.288,-0.2316836,2781.237549,4.669,99.05,44.086,"13112,13116,13120"
2022.10.11_09:48:00_TAI,8640,5601.411,21.117,9.123912e+23,7.858508e+22,0.0005372,65.885,12491760000000,0.00145507,31.701,99263820000000,4872.18,37.333,100.698,-0.19420758,2770.745361,4.676,98.423,43.66,"13112,13116,13120"
2022.10.11_10:00:00_TAI,8640,5535.9,21.226,9.108956e+23,7.871418e+22,0.00048275,59.809,13480730000000,0.00134162,31.689,98147590000000,4816.138,37.414,99.371,-0.20747653,2763.324463,4.697,97.253,42.792,"13112,13116,13120"
2022.10.11_10:12:00_TAI,8640,5472.863,21.118,9.090268e+23,7.899683e+22,0.00039874,49.869,12439320000000,0.00112881,31.693,98022470000000,4795.399,37.42,98.582,-0.18966208,2759.19458,4.687,96.258,42.376,"13112,13116,13120"
2022.10.11_10:24:00_TAI,8640,5399.997,20.943,9.03572e+23,7.926836e+22,0.00024542,30.921,12775560000000,0.00070657,31.578,98111440000000,4807.912,37.253,98.041,-0.19336012,2766.888672,4.633,95.694,41.881,"13112,13116,13120"
2022.10.11_10:36:00_TAI,8640,5321.321,20.967,8.98513e+23,7.940937e+22,0.00026352,33.504,11402010000000,0.00077649,31.524,97078670000000,4742.546,37.334,96.666,-0.17101856,2743.764404,4.653,94.483,41.131,"13112,13116,13120"
2022.11.07_16:00:00_TAI,8766,10342.84,36.36,1.109822e+24,5.334093e+22,-2.546e-05,2.057,9241699000000,-5.569e-05,39.974,65667890000000,3076.423,45.181,91.325,-0.22148211,1840.625488,4.645,85.95,42.303,"13140,13141,13145"
2022.11.07_16:12:00_TAI,8766,10264.55,36.329,1.111617e+24,5.376392e+22,0.00019119,15.591,8057850000000,0.00041878,39.868,65364440000000,3062.82,45.065,91.056,-0.19134293,1847.727295,4.652,85.671,41.9,"13140,13141,13145"
2022.11.07_16:24:00_TAI,8766,10172.53,36.234,1.116025e+24,5.412331e+22,-8e-07,0.066,7664768000000,-1.76e-06,39.94,64960520000000,3047.907,45.125,90.776,-0.17966788,1844.525391,4.672,85.467,41.521,"13140,13141,13145"
2022.11.07_16:36:00_TAI,8766,10018.61,35.823,1.119295e+24,5.470745e+22,-1.58e-05,1.329,6680553000000,-3.53e-05,39.787,65987370000000,3069.992,44.959,90.577,-0.15335129,1846.664185,4.626,85.53,41.487,"13140,13141,13145"
2022.11.07_16:48:00_TAI,8766,9924.089,35.719,1.121744e+24,5.50585e+22,-0.00026786,22.797,7171104000000,-0.00060328,39.657,65816190000000,3070.047,44.959,89.998,-0.16316028,1841.541504,4.626,84.94,41.054,"13140,13141,13145"
2022.11.07_17:00:00_TAI,8766,9878.836,36.014,1.130943e+24,5.514379e+22,-0.00033192,28.612,8424630000000,-0.00075855,39.861,66207230000000,3063.07,45.1,89.212,-0.18925817,1855.854736,4.616,84.222,40.844,"13140,13141,13145"
2022.11.07_17:12:00_TAI,8766,9835.019,36.113,1.132666e+24,5.528873e+22,-0.0006426,55.723,5548631000000,-0.00147643,39.777,67240770000000,3085.023,45.101,89.276,-0.12390945,1858.595581,4.648,84.484,40.952,"13140,13141,13145"
2022.11.07_17:24:00_TAI,8766,9810.909,36.133,1.129043e+24,5.525417e+22,-0.00049472,42.869,5369320000000,-0.00113659,39.789,66539030000000,3053.024,45.081,89.061,-0.11999681,1857.356812,4.623,84.087,40.65,"13140,13141,13145"
2022.11.07_17:36:00_TAI,8766,9745.759,35.967,1.134837e+24,5.518515e+22,-0.00049145,43.088,6709545000000,-0.00115032,,65849240000000,3009.982,45.229,88.293,-0.14819455,1872.05481,4.653,83.326,40.303,"13140,13141,13145"
2022.12.04_23:36:00_TAI,8844,13453.81,49.582,1.05315e+24,4.026519e+22,-0.00225245,132.762,7299906000000,-0.00420085,46.141,51299660000000,2385.574,52.552,90.259,0.24245392,1488.008423,4.673,82.989,47.385,13153
2022.12.04_23:48:00_TAI,8844,13422.5,50.074,1.051305e+24,4.010848e+22,-0.00207121,122.149,6807398000000,-0.00387927,46.342,50935770000000,2380.467,52.703,89.771,0.22596173,1484.075439,4.71,82.5,47.171,13153
2022.12.05_00:00:00_TAI,8844,13362.87,49.492,1.045268e+24,4.017092e+22,-0.00229325,135.061,7543022000000,-0.00429854,45.989,50394370000000,2349.756,52.412,89.376,0.25070241,1478.8396,4.686,82.498,47.343,13153
2022.12.05_00:12:00_TAI,8844,13436.09,49.969,1.050032e+24,4.007243e+22,-0.00196227,115.47,6562640000000,-0.00369029,46.194,50173640000000,2352.368,52.563,89.308,0.21831407,1480.498779,4.64,82.592,47.292,13153
2022.12.05_00:24:00_TAI,8844,13365.57,50.085,1.049509e+24,4.019678e+22,-0.00224435,132.702,5175191000000,-0.0042393,46.172,49454160000000,2334.902,52.538,88.846,0.17133735,1481.978394,4.649,82.15,47.036,13153
2022.12.05_00:36:00_TAI,8844,13339.1,50.158,1.050193e+24,4.022856e+22,-0.00203592,120.691,6533222000000,-0.0038579,46.129,50423700000000,2381.72,52.62,88.916,0.21572481,1486.675781,4.59,81.935,47.232,13153
2022.12.05_00:48:00_TAI,8844,13247.9,50.211,1.04801e+24,4.027814e+22,-0.00218564,130.19,6781881000000,-0.00415562,46.199,50594320000000,2383.498,52.735,88.906,0.22286317,1485.872681,4.6,81.988,47.265,13153
2022.12.05_01:00:00_TAI,8844,13246.67,50.388,1.046593e+24,4.0242e+22,-0.00206456,122.819,7548188000000,-0.00392259,46.276,50609940000000,2377.344,52.816,89.264,0.24835286,1488.451538,4.58,82.547,47.617,13153
2022.12.05_01:12:00_TAI,8844,13326.17,50.195,1.050698e+24,4.022237e+22,-0.00218754,129.868,6433754000000,-0.00415229,46.26,50543980000000,2380.244,52.661,89.552,0.21211942,1482.776611,4.549,82.911,47.875,13153
2022.12.04_23:36:00_TAI,8846,4135.787,14.079,4.340344e+23,4.996337e+22,-0.00164919,130.32,5958562000000,-0.00492988,27.761,54796960000000,2648.943,32.627,91.714,-0.14761557,1289.271118,4.282,90.118,35.436,"13156,13157,13161"
2022.12.04_23:48:00_TAI,8846,4074.478,13.726,4.290557e+23,5.012935e+22,-0.00200173,158.719,5425602000000,-0.00599064,27.513,54077050000000,2645.335,32.356,91.367,-0.13329831,1284.575684,4.275,90.053,35.229,"13156,13157,13161"
2022.12.05_00:00:00_TAI,8846,4054.07,13.624,4.268798e+23,5.001707e+22,-0.00181454,143.866,5326472000000,-0.00544377,27.432,53355410000000,2612.335,32.4,91.206,-0.13000481,1283.996948,4.273,89.784,35.011,"13156,13157,13161"
2022.12.05_00:12:00_TAI,8846,4058.539,13.95,4.304605e+23,5.00705e+22,-0.00136013,108.622,6243014000000,-0.00411862,27.575,53217330000000,2579.998,32.555,90.827,-0.15302534,1287.548828,4.252,89.514,35.009,"13156,13157,13161"
2022.12.05_00:24:00_TAI,8846,4017.016,13.886,4.288679e+23,5.016806e+22,-0.00138348,111.214,7448238000000,-0.00422491,27.573,53553150000000,2588.838,32.627,90.923,-0.18136673,1273.517456,4.252,89.622,34.957,"13156,13157,13161"
2022.12.05_00:36:00_TAI,8846,4030.883,13.559,4.291812e+23,5.013638e+22,-0.0017981,144.159,5359319000000,-0.00548738,27.432,53895810000000,2609.934,32.33,91.052,-0.12521331,1276.338257,4.202,90.015,34.943,"13156,13157,13161"
2022.12.05_00:48:00_TAI,8846,4087.85,13.497,4.277171e+23,4.96987e+22,-0.00166347,131.051,5540433000000,-0.00500831,27.357,52978380000000,2590.081,32.256,91.987,-0.13765392,1278.430176,4.248,90.74,35.012,"13156,13157,13161"
2022.12.05_01:00:00_TAI,8846,4062.263,13.558,4.257249e+23,4.962676e+22,-0.00175199,138.25,5512864000000,-0.0052998,27.336,53039420000000,2575.965,32.342,91.047,-0.12675621,1278.258301,4.225,90.123,34.922,"13156,13157,13161"
2022.12.05_01:12:00_TAI,8846,4077.144,13.787,4.289576e+23,4.940728e+22,-0.00183774,145.585,7293895000000,-0.00562294,27.511,52775870000000,2544.554,32.642,90.572,-0.18021438,1284.43457,4.252,89.683,34.833,"13156,13157,13161"
